"Cost" & "TR_NRMSE" & "VA_NRMSE"
"1" & 0.01 & 1.0413270491629 & Inf
"2" & 0.1 & 1.03705333014955 & Inf
"3" & 1 & 1.02735119335008 & Inf
"4" & 10 & 1.02407916074967 & Inf
"5" & 100 & 1.0227222744871 & Inf
"6" & 1000 & 1.02274615779268 & Inf
