"Cost" & "g" & "TR_NRMSE" & "VA_NRMSE"
"1" & 0.01 & 0.25 & 1.03537442697667 & 2.55597037094068
"2" & 0.01 & 0.5 & 1.03454777986409 & 2.55422105368973
"3" & 0.01 & 1 & 1.03654406051702 & 2.55203803223649
"4" & 0.01 & 2 & 1.03806298604331 & 2.58130357164219
"5" & 0.01 & 4 & 1.038922793427 & 2.61790292010117
"6" & 0.01 & 8 & 1.04011510712677 & 2.61896258446696
"7" & 0.1 & 0.25 & 0.982675290924898 & 2.6573347381056
"8" & 0.1 & 0.5 & 0.970190810684125 & 2.55407778776975
"9" & 0.1 & 1 & 0.96650925315194 & 2.50191786011104
"10" & 0.1 & 2 & 0.968941569242764 & 2.46580055372815
"11" & 0.1 & 4 & 0.971083033450174 & 2.50593793988501
"12" & 0.1 & 8 & 0.975786801397255 & 2.56702319011976
"13" & 1 & 0.25 & 0.912487340230546 & 2.75678298341548
"14" & 1 & 0.5 & 0.848549819166001 & 2.91890427909279
"15" & 1 & 1 & 0.756960860090187 & 3.02856987958852
"16" & 1 & 2 & 0.673307191077363 & 2.94325234740865
"17" & 1 & 4 & 0.60005067846991 & 2.89116820098608
"18" & 1 & 8 & 0.556799379790421 & 2.96361286631949
"19" & 10 & 0.25 & 0.718325483045249 & 3.89212809906109
"20" & 10 & 0.5 & 0.583319582073507 & 3.90114999414548
"21" & 10 & 1 & 0.463609572075227 & 3.8271673805431
"22" & 10 & 2 & 0.289725253440696 & 3.65058755687288
"23" & 10 & 4 & 0.138536687614853 & 3.49262225917746
"24" & 10 & 8 & 0.0972128702241911 & 3.52367047965761
"25" & 100 & 0.25 & 0.552679456991086 & 4.60358866701102
"26" & 100 & 0.5 & 0.445391796083508 & 5.09702554404986
"27" & 100 & 1 & 0.253812819961304 & 5.05960589252513
"28" & 100 & 2 & 0.0984471779001385 & 3.81292660575893
"29" & 100 & 4 & 0.0976494137660404 & 3.51326942716488
"30" & 100 & 8 & 0.0972128702241911 & 3.52367047965761
"31" & 1000 & 0.25 & 0.45818246036426 & 6.56492890531858
"32" & 1000 & 0.5 & 0.262313967928418 & 8.24496163689897
"33" & 1000 & 1 & 0.0983747895163573 & 5.00322988221678
"34" & 1000 & 2 & 0.0963844010374152 & 3.74947572685367
"35" & 1000 & 4 & 0.0976494137660404 & 3.51326942716488
"36" & 1000 & 8 & 0.0972128702241911 & 3.52367047965761
