	"Overall"		"var"	   "Variables"	"Resample"
"19208"	10.0758737087758	"Nputouts"	6	"Fold076"
"19209"	9.84436241720255	"Nwalks"	6	"Fold076"
"19210"	9.33838709155773	"Nbat_career"	6	"Fold076"
"19211"	8.51186225833393	"Nhits"		6	"Fold076"
"19212"	7.54495896545606	"Nhits_career"	6	"Fold076"
"19213"	7.48496969097817	"Nrunsbatted"	6	"Fold076"

"19461"	12.2962847956033	"Nputouts"	6	"Fold077"
"19462"	9.38008876323788	"Nwalks"	6	"Fold077"
"19463"	9.04921869598085	"Nhits"		6	"Fold077"
"19464"	7.6602209701497		"Nrunsbatted"	6	"Fold077"
"19465"	7.60925228161363	"Nbat_career"	6	"Fold077"
"19466"	7.31812784920062	"Nhits_career"	6	"Fold077"

"19714"	10.9037827864939	"Nputouts"	6	"Fold078"
"19715"	9.55113330278715	"Nbat_career"	6	"Fold078"
"19716"	9.41429081633835	"Nhits"		6	"Fold078"
"19717"	8.0914776195429		"Nhits_career"	6	"Fold078"
"19718"	7.52556531626319	"Nwalks"	6	"Fold078"
"19719"	7.09013207153198	"Nyears_in_the_major_leagues"	6	"Fold078"

"19967"	10.7803526205588	"Nputouts"	6	"Fold079"
"19968"	9.99974813233854	"Nbat_career"	6	"Fold079"
"19969"	9.75278614432521	"Nwalks"	6	"Fold079"
"19970"	8.87862531051757	"Nhits"		6	"Fold079"
"19971"	8.58525403656783	"Nrunsbatted"	6	"Fold079"
"19972"	8.04911505066776	"Nruns"		6	"Fold079"

"20220"	11.4975100282284	"Nputouts"	6	"Fold080"
"20221"	8.97215578726981	"Nhits"		6	"Fold080"
"20222"	8.60673758649678	"Nwalks"	6	"Fold080"
"20223"	7.3681205724419		"Nruns_career"	6	"Fold080"
"20224"	7.24947022777449	"Nbat_career"	6	"Fold080"
"20225"	6.7034879182237		"Nrunsbatted_career"	6	"Fold080"

"20473"	9.7289548713475		"Nputouts"	6	"Fold081"
"20474"	8.36740489129683	"Nbat_career"	6	"Fold081"
"20475"	8.27272947158684	"Nwalks"	6	"Fold081"
"20476"	7.58894955711006	"Nrunsbatted"	6	"Fold081"
"20477"	6.98875554715652	"Nhits"		6	"Fold081"
"20478"	6.54294350265095	"Nruns_career"	6	"Fold081"

"20726"	11.1026947771788	"Nputouts"	6	"Fold082"
"20727"	10.1701947791222	"Nhits"		6	"Fold082"
"20728"	9.82558936487728	"Nwalks"	6	"Fold082"
"20729"	8.84542111819998	"Nbat_career"	6	"Fold082"
"20730"	8.50477018287417	"Nruns_career"	6	"Fold082"
"20731"	8.41422153224101	"Nhits_career"	6	"Fold082"

"20979"	11.0599925954378	"Nputouts"	6	"Fold083"
"20980"	9.73115356708036	"Nwalks"	6	"Fold083"
"20981"	8.94671224055575	"Nbat_career"	6	"Fold083"
"20982"	8.35292732417409	"Nruns_career"	6	"Fold083"
"20983"	7.54397537958578	"Nhits_career"	6	"Fold083"
"20984"	7.25163886433349	"Nhits"		6	"Fold083"

"21232"	10.3410025824002	"Nputouts"	6	"Fold084"
"21233"	9.66713237074643	"Nhits"		6	"Fold084"
"21234"	8.47292235600778	"Nrunsbatted"	6	"Fold084"
"21235"	8.03511438376526	"Nbat_career"	6	"Fold084"
"21236"	7.77120438386555	"Nwalks"	6	"Fold084"
"21237"	7.55497808270965	"Nruns_career"	6	"Fold084"

"21485"	10.1877380691745	"Nputouts"	6	"Fold085"
"21486"	9.54352363118581	"Nhits"		6	"Fold085"
"21487"	8.92960361184931	"Nwalks"	6	"Fold085"
"21488"	7.59144179486075	"Nhits_career"	6	"Fold085"
"21489"	7.53475653176207	"Nbat_career"	6	"Fold085"
"21490"	6.88493642446155	"Nruns_career"	6	"Fold085"

"21738"	10.6477205133371	"Nputouts"	6	"Fold086"
"21739"	8.2948023208841		"Nwalks"	6	"Fold086"
"21740"	7.16170633064618	"Nhits"		6	"Fold086"
"21741"	7.1261803829644		"Nhits_career"	6	"Fold086"
"21742"	6.83484050698781	"Nbat_career"	6	"Fold086"
"21743"	6.79603000175775	"Nruns_career"	6	"Fold086"

"21991"	11.8157247026079	"Nputouts"	6	"Fold087"
"21992"	11.493009961285		"Nhits"		6	"Fold087"
"21993"	9.05377383751261	"Nwalks"	6	"Fold087"
"21994"	8.4130245498769		"Nhits_career"	6	"Fold087"
"21995"	7.84351258033589	"Nbat_career"	6	"Fold087"
"21996"	7.70752290446664	"Nruns_career"	6	"Fold087"

"22244"	11.9886702734699	"Nputouts"	6	"Fold088"
"22245"	8.73752476012189	"Nhits"		6	"Fold088"
"22246"	7.72686143484206	"Nwalks"	6	"Fold088"
"22247"	7.59727010663269	"Nhits_career"	6	"Fold088"
"22248"	7.13268195859243	"Nbat_career"	6	"Fold088"
"22249"	6.96819945924188	"Nrunsbatted_career"	6	"Fold088"

"22497"	10.981866121867		"Nwalks"	6	"Fold089"
"22498"	10.9815862871008	"Nputouts"	6	"Fold089"
"22499"	9.11953658012398	"Nrunsbatted"	6	"Fold089"
"22500"	8.33671411037824	"Nhits"		6	"Fold089"
"22501"	7.84658720748914	"Nbat_career"	6	"Fold089"
"22502"	7.62564128746573	"Nhits_career"	6	"Fold089"

"22750"	10.7808963822722	"Nwalks"	6	"Fold090"
"22751"	9.66667484915363	"Nhits"		6	"Fold090"
"22752"	9.50740993685409	"Nputouts"	6	"Fold090"
"22753"	8.47368055071142	"Nbat_career"	6	"Fold090"
"22754"	6.43541546598313	"Nruns_career"	6	"Fold090"
"22755"	5.94839378058202	"Nruns"		6	"Fold090"

"23003"	10.9356915862986	"Nputouts"	6	"Fold091"
"23004"	9.93113072971107	"Nwalks"	6	"Fold091"
"23005"	9.09849213843931	"Nbat_career"	6	"Fold091"
"23006"	7.84161385233944	"Nhits"		6	"Fold091"
"23007"	6.62133352859632	"Nruns_career"	6	"Fold091"
"23008"	6.50725061978393	"Nhits_career"	6	"Fold091"

"23256"	9.59847608974235	"Nputouts"	6	"Fold092"
"23257"	8.68718333723559	"Nwalks"	6	"Fold092"
"23258"	8.45546083878335	"Nbat_career"	6	"Fold092"
"23259"	7.84896822370067	"Nhits"		6	"Fold092"
"23260"	7.66661427872193	"Nruns_career"	6	"Fold092"
"23261"	7.33623259384925	"Nhits_career"	6	"Fold092"

"23509"	11.8632038238025	"Nputouts"	6	"Fold093"
"23510"	9.96304912005676	"Nhits"		6	"Fold093"
"23511"	9.893445806394		"Nhits_career"	6	"Fold093"
"23512"	9.10612762023462	"Nwalks"	6	"Fold093"
"23513"	8.94806141348106	"Nbat_career"	6	"Fold093"
"23514"	7.89407586782598	"Nruns_career"	6	"Fold093"

"23762"	11.2737974244022	"Nputouts"	6	"Fold094"
"23763"	9.42611730106913	"Nhits"		6	"Fold094"
"23764"	9.31369131491244	"Nbat_career"	6	"Fold094"
"23765"	9.11676520638852	"Nwalks"	6	"Fold094"
"23766"	8.26176566650689	"Nhits_career"	6	"Fold094"
"23767"	7.59177239208316	"Nyears_in_the_major_leagues"	6	"Fold094"

"24015"	10.9735387109466	"Nbat_career"	6	"Fold095"
"24016"	9.25645379885581	"Nputouts"	6	"Fold095"
"24017"	7.77318675178868	"Nwalks"	6	"Fold095"
"24018"	7.30966835640699	"Nruns_career"	6	"Fold095"
"24019"	7.07438372531603	"Nhits_career"	6	"Fold095"
"24020"	6.83713845954807	"Nhits"		6	"Fold095"

"24268"	9.1599229074256		"Nbat_career"	6	"Fold096"
"24269"	8.9521549664388		"Nputouts"	6	"Fold096"
"24270"	8.21286967791603	"Nhits"		6	"Fold096"
"24271"	8.21184744965815	"Nrunsbatted"	6	"Fold096"
"24272"	7.76121202539755	"Nhits_career"	6	"Fold096"
"24273"	7.73648790773681	"Nwalks"	6	"Fold096"

"24521"	10.5920249066837	"Nputouts"	6	"Fold097"
"24522"	9.16639791561125	"Nhits"		6	"Fold097"
"24523"	8.83330284551129	"Nwalks"	6	"Fold097"
"24524"	8.49510519479525	"Nhits_career"	6	"Fold097"
"24525"	7.82310602768779	"Nrunsbatted"	6	"Fold097"
"24526"	6.96828412496866	"Nruns_career"	6	"Fold097"

"24774"	11.1228548105786	"Nputouts"	6	"Fold098"
"24775"	10.8023910538214	"Nhits"		6	"Fold098"
"24776"	10.2409216039063	"Nwalks"	6	"Fold098"
"24777"	9.3527737638868		"Nrunsbatted"	6	"Fold098"
"24778"	7.84277584440988	"Nbat_career"	6	"Fold098"
"24779"	7.42906016216829	"Nhits_career"	6	"Fold098"

"25027"	11.3059089218107	"Nputouts"	6	"Fold099"
"25028"	9.38411879038625	"Nbat_career"	6	"Fold099"
"25029"	8.73402674670075	"Nwalks"	6	"Fold099"
"25030"	8.49239177873674	"Nruns_career"	6	"Fold099"
"25031"	7.84926331042303	"Nhits"		6	"Fold099"
"25032"	7.56836459426791	"Nhits_career"	6	"Fold099"

"25280"	11.2104212966979	"Nputouts"	6	"Fold100"
"25281"	9.83795814098584	"Nhits"		6	"Fold100"
"25282"	9.29860066950234	"Nwalks"	6	"Fold100"
"25283"	8.79178364156085	"Nbat_career"	6	"Fold100"
"25284"	7.59824615741874	"Nruns_career"	6	"Fold100"
"25285"	7.40593010525496	"Nhits_career"	6	"Fold100"
