"k" "fold" "TR error" "VA error"
10 1 0.097702443211969 17.6756080409946
10 2 0.0974985104145304 30.658582388434
10 3 0.096880103653311 18.7662297902688
10 4 0.0977470859976329 29.4337824778148
10 5 0.0978769413682983 12.7278215777459
10 6 0.097331116829729 42.2933721566571
10 7 0.0973661409326497 31.1144316156434
10 8 0.0972913381180159 11.0118194116225
10 9 0.0977400619459853 8.10743807504765
10 10 0.09722015750465 9.84816866712107
