"k" "fold" "TR error" "VA error"
10 1 0.0955974260834869 3.50960755765754
10 2 0.0958795389447902 9.45643224620352
10 3 0.0962498083719815 3.18313145663277
10 4 0.096878485195789 9.1028161986419
10 5 0.0970463064770652 2.65370507759097
10 6 0.097069142536669 13.0988691227743
10 7 0.0971950353426394 14.2435091005749
10 8 0.0963414616680969 2.28287258942554
10 9 0.0962951549626005 1.71512491091326
10 10 0.0969504407940942 4.06137638869413
