"k" "fold" "TR error" "VA error"
10 1 0.367777942414462 0.799927715882331
10 2 0.372604959125671 0.750695795703242
10 3 0.360085476436751 0.918790080649339
10 4 0.377816100718175 0.602502253757787
10 5 0.343967028975166 0.974334934842409
10 6 0.342915915507799 0.983770516994853
10 7 0.362855217102251 0.557074322748242
10 8 0.365880399370983 0.946661102030482
10 9 0.36319802797064 0.661807733294146
10 10 0.361079864342306 0.739735427694106
