"k" "fold" "TR error" "VA error"
10 1 0.0967346336319969 1.26794575140653
10 2 0.0977442366398572 0.894877933163348
10 3 0.0962356362112371 1.60134785390302
10 4 0.0974712447426501 1.03562271619879
10 5 0.0976311132505833 1.3499623848618
10 6 0.0972087993502673 1.43100830185837
10 7 0.096631097217143 0.882567082190256
10 8 0.0962011938902678 1.34155855058435
10 9 0.0960384222193214 1.16045353550895
10 10 0.09693731191725 1.5113974704577
