"k" "fold" "TR error" "VA error"
10 1 0.0937701732310638 0.929638001412578
10 2 0.0941893590813804 0.830466360834711
10 3 0.0938957787681198 1.45421657907465
10 4 0.0943895902475904 0.712285453137461
10 5 0.09570917801348 1.04984779202301
10 6 0.0957133559907931 1.01482241189095
10 7 0.096230413488093 0.533919929513819
10 8 0.09330966697263 0.854305264417579
10 9 0.0956525471873859 0.973198339396566
10 10 0.0950592856257771 1.30487308076628
