"k" "fold" "TR error" "VA error"
10 1 0.333127745487128 0.938783274829377
10 2 0.359090080804956 0.746896151928306
10 3 0.332277575690962 1.18087614581049
10 4 0.348693453368827 0.835629780540686
10 5 0.301046602692979 1.16302911015627
10 6 0.299906062966649 1.26058506339085
10 7 0.324116495892706 0.669421212308891
10 8 0.336353192584438 1.19803771959215
10 9 0.327679363581659 0.957691808933515
10 10 0.338213411918129 1.05454407333779
