"k" "fold" "TR error" "VA error"
10 1 0.434725048144487 0.723941849062151
10 2 0.441247927046784 0.729158557561256
10 3 0.428005321652533 0.707833792497202
10 4 0.436110249415109 0.661060606680218
10 5 0.430758120310777 0.714163638381126
10 6 0.413616666137382 0.787023931157704
10 7 0.431395977676998 0.494574406009575
10 8 0.420263799440073 0.979122844764382
10 9 0.435448955005065 0.709899024683536
10 10 0.428560644168278 0.647891287541521
