"k" "fold" "TR error" "VA error"
10 1 0.0941248253917378 1.09283824480791
10 2 0.0934117499680977 1.19571962322024
10 3 0.0959473731620268 1.46491409140858
10 4 0.095002465858482 1.40049777472691
10 5 0.0959754135577153 1.21606915351017
10 6 0.0947240301907779 1.44682599110861
10 7 0.0946775130632535 0.595938853063958
10 8 0.0949505418459863 0.887568687672915
10 9 0.0956740327823469 1.10300053911604
10 10 0.0956115830462591 1.54717245914283
