"k" "fold" "TR error" "VA error"
10 1 0.0978459713639915 14.2861343419535
10 2 0.0975969669729892 28.0045561646635
10 3 0.0965615630936244 13.7309783465379
10 4 0.0973601020729485 25.9481126755925
10 5 0.0965202865289943 10.6258307899312
10 6 0.097365778077358 39.1631457744361
10 7 0.0973522114011386 32.014518485138
10 8 0.0972834727387762 7.5416576095986
10 9 0.0977108334542545 6.2463350022269
10 10 0.0970991996722391 8.52634092240585
