"k" "fold" "TR error" "VA error"
10 1 0.0957065737585696 2.94195456414209
10 2 0.0955653851045136 7.63915300080655
10 3 0.0962079100776596 2.62279721664197
10 4 0.0965558188390832 7.56194030883001
10 5 0.096641968496987 2.35927692741812
10 6 0.0965303831294168 10.5112481454395
10 7 0.0971840707188962 11.5515597126326
10 8 0.0955582858537859 1.96347463559535
10 9 0.0962110359130534 1.63375222368014
10 10 0.0964484474751487 3.63784074586883
