"k" "fold" "TR error" "VA error"
10 1 0.372028607046296 1.84511580989415
10 2 0.742503981489188 1.73458915096052
10 3 0.361887255186145 2.8087992887724
10 4 0.835766940871707 2.30301535768176
10 5 0.52231405059392 2.0711101813833
10 6 1.09798289605974 2.80956319928777
10 7 1.2831593292216 2.48497872431991
10 8 0.883637207013393 3.17453033470853
10 9 0.412986535479688 1.68099711210508
10 10 0.376002437116509 2.68144606151714
