"k" "fold" "TR error" "VA error"
10 1 3.03066219234249 6.64962778984049
10 2 2.0391635096282 3.66544510146235
10 3 2.20541047675504 5.92877234902901
10 4 9.6933730427293 5.25911135876724
10 5 2.55203165356944 6.17236779719442
10 6 2.13579725487723 7.75944698470916
10 7 2.52517206606856 3.45642405425656
10 8 2.44950092694191 7.45608357032712
10 9 2.18834279348311 4.89764881607194
10 10 2.73251440187644 5.14912541979604
